availability,best_player_count,bgg_url,date,duration_min,id,max_players,min_age,min_players,name,price,url,weight
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/226519/exit-game-house-riddles,2022-06-25,90,226519,4,10,1,Exit 13: La Feria Terrorífica,13.45,https://jugamosotra.com/es/1-6-jugadores/5385-exit-13-la-feria-terrorifica.html,1.66
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/300877/new-york-zoo,2022-06-25,60,300877,5,10,1,New York Zoo,31.49,https://jugamosotra.com/es/juegos/5388-new-york-zoo.html,2
En stock. Recíbelo en 24/48 horas,1,https://boardgamegeek.com/boardgame/205477/vengeance,2022-06-25,120,205477,4,14,1,Venganza + Exp. del Clan Rosario,74.94,https://jugamosotra.com/es/1-4-jugadores/5391-venganza-exp-del-clan-rosario.html,2.8
Agotado. Consultar disponibilidad,2,https://boardgamegeek.com/boardgame/293531/detective-modern-crime-board-game-season-one,2022-06-25,120,293531,5,12,1,DETECTIVE: TEMPORADA 1,22.45,https://jugamosotra.com/es/juegos/5437-detective-temporada-1.html,2.05
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/276633/rossio,2022-06-25,45,276633,4,8,1,Rossio,26.95,https://jugamosotra.com/es/juegos/5440-rossio.html,1.75
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/284936/cafe,2022-06-25,45,284936,4,8,1,Café,17.94,https://jugamosotra.com/es/juegos/5441-cafe.html,1.98
En stock. Recíbelo en 24/48 horas,1,https://boardgamegeek.com/boardgamehonor/40553/2016-golden-geek-best-solo-board-game-nominee,2022-06-25,20,40553,4,0,2,Dawn of the Zeds (Tercera Edición),67.45,https://jugamosotra.com/es/juegos/5057-dawn-of-the-zeds-tercera-edicion.html,0
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/257283/tiny-epic-mechs,2022-06-25,60,257283,4,14,1,PEQUEÑOS GRANDES MECHS,22.45,https://jugamosotra.com/es/juegos/5064-pequenos-grandes-mechs.html,2.41
En stock. Recíbelo en 24/48 horas,6,https://boardgamegeek.com/boardgame/205716/new-angeles,2022-06-25,240,205716,6,14,4,Nueva Ángeles,34.94,https://jugamosotra.com/es/juegos/5069-nueva-angeles.html,3.25
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/230244/black-angel,2022-06-25,120,230244,4,12,1,Black Angel,59.5,https://jugamosotra.com/es/juegos/5074-black-angel.html,3.86
Agotado. Consultar disponibilidad,4,https://boardgamegeek.com/boardgameexpansion/278416/donning-purple-votes-virtue-expansion,2022-06-25,120,278416,4,14,1,Donning the Purple: Expansion Votos y Virtud,26.95,https://jugamosotra.com/es/juegos/5076-donning-the-purple.html,3
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/70512/luna,2022-06-25,100,70512,4,12,1,Luna Edición Deluxe,89.94,https://jugamosotra.com/es/1-4-jugadores/5125-luna-edicion-deluxe.html,3.34
En stock. Recíbelo en 24/48 horas,1,https://boardgamegeek.com/boardgame/289123/picture-show,2022-06-25,20,289123,8,7,2,Picture Show,17.95,https://jugamosotra.com/es/juegos/5175-picture-show.html,0
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/250561/kick-ass-board-game,2022-06-25,90,250561,4,18,1,Kick-Ass El juego de Tablero,53.94,https://jugamosotra.com/es/juegos/5160-kick-ass-el-juego-de-tablero.html,2.88
En stock. Recíbelo en 24/48 horas,1,https://boardgamegeek.com/boardgameexpansion/299597/lord-rings-journeys-middle-earth-shadowed-paths-ex,2022-06-25,120,299597,5,14,1,Viajes por la Tierra Media: Sendas Sombrías,79.95,https://jugamosotra.com/es/1-5-jugadores/5206-viajes-por-la-tierra-media-sendas-sombrias.html,3
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/267814/adventure-games-monochrome-inc,2022-06-25,75,267814,4,16,1,Adventure Games: Monocromo S. A.,22.45,https://jugamosotra.com/es/juegos/5222-adventure-games-monocromo-s-a.html,1.87
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgameexpansion/285235/architects-west-kingdom-age-artisans,2022-06-25,80,285235,6,12,1,Arquitectos del Reino del Oeste: Era de los Artesanos,24.95,https://jugamosotra.com/es/juegos/5447-arquitectos-del-reino-del-oeste.html,2.83
Agotado. Consultar disponibilidad,3,https://boardgamegeek.com/boardgame/231197/raxxon,2022-06-25,60,231197,4,14,1,Raxxon,22.94,https://jugamosotra.com/es/juegos/5454-raxxon.html,1.96
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/274841/coatl,2022-06-25,60,274841,4,10,1,Coatl,39.95,https://jugamosotra.com/es/juegos/5462-coatl.html,2.04
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgameexpansion/315708/tapestry-plans-and-ploys,2022-06-25,120,315708,5,12,1,Tapestry: Planes y Complots,26.95,https://jugamosotra.com/es/juegos/5463-tapestry-planes-y-complots.html,2.9
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/281466/yedo-deluxe-master-set,2022-06-25,90,281466,5,12,1,Yedo Deluxe Master Set,85.45,https://jugamosotra.com/es/juegos/5466-yedo-deluxe-master-set.html,3.23
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgameexpansion/306864/smartphone-inc-status-update-11,2022-06-25,90,306864,5,12,1,SMARTPHONE INC.: ACTUALIZACIÓN 1.1,22.45,https://jugamosotra.com/es/juegos/5495-smartphone-inc-actualizacion-11.html,2.73
En stock. Recíbelo en 24/48 horas,5,https://boardgamegeek.com/boardgame/246684/smartphone-inc,2022-06-25,90,246684,5,12,1,Smartphone Inc,49.49,https://jugamosotra.com/es/juegos/5494-smartphone-inc.html,2.74
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/207016/flick-em-dead-winter,2022-06-25,45,207016,10,8,1,Flick'em Up: Dead of Winter,22.45,https://jugamosotra.com/es/2-10-jugadores/5501-flick-em-up-dead-of-winter.html,2.11
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/300322/hallertau,2022-06-25,140,300322,4,12,1,Hallertau,51.95,https://jugamosotra.com/es/juegos/5532-hallertau.html,3.3
En stock. Recíbelo en 24/48 horas,1,https://boardgamegeek.com/boardgameexpansion/226766/summit-board-game-yeti-expansion,2022-06-25,180,226766,6,14,1,Yeti + promo,4.94,https://jugamosotra.com/es/juegos/5526-la-cima-yeti.html,0
Agotado. Consultar disponibilidad,1,https://boardgamegeek.com/boardgameexpansion/296636/hall-mountain-king-cursed-mountain,2022-06-25,0,296636,5,0,1,El rey de la montaña: La Montaña Maldita,13.44,https://jugamosotra.com/es/juegos/5535-el-rey-de-la-montana-la-montana-maldita.html,2.71
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/318083/mision-rescate,2022-06-25,10,318083,6,8,1,Misión Rescate,8.95,https://jugamosotra.com/es/juegos/5555-mision-rescate.html,1
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgameexpansion/244262/sagrada-5-6-player-expansion,2022-06-25,40,244262,6,14,5,Sagrada: Exp 5-6 Jugadores,24.25,https://jugamosotra.com/es/1-4-jugadores/5571-sagrada-exp-5-6-jugadores.html,2
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/227224/red-cathedral,2022-06-25,80,227224,4,10,1,The Red Cathedral,26.95,https://jugamosotra.com/es/juegos/5572-the-red-cathedral.html,2.82
Agotado. Consultar disponibilidad,2,https://boardgamegeek.com/boardgame/318977/micromacro-crime-city,2022-06-25,45,318977,4,12,1,MicroMacro Crime City,26.95,https://jugamosotra.com/es/juegos/5611-micromacro-crime-city.html,1.12
En stock. Recíbelo en 24/48 horas,1,https://boardgamegeek.com/boardgame/270836/imperial-settlers-roll-write,2022-06-25,30,270836,4,10,1,COLONOS DEL IMPERIO: ROLL & WRITE,22.45,https://jugamosotra.com/es/juegos/4578-colonos-del-imperio-roll-write.html,1.77
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgameexpansion/145602/freedom-underground-railroad-promo-cards,2022-06-25,90,145602,4,10,1,Freedom: The Underground Railroad Promo Cars,12.95,https://jugamosotra.com/es/juegos/4601-freedom-the-underground-railroad-promo-cars.html,2.83
Agotado. Consultar disponibilidad,8,https://boardgamegeek.com/boardgame/384/turfmaster,2022-06-25,75,384,8,10,2,TurfMaster Delux,79.95,https://jugamosotra.com/es/juegos/4612-turfmaster-delux.html,1.96
En stock. Recíbelo en 24/48 horas,7,https://boardgamegeek.com/boardgame/265381/dany,2022-06-25,30,265381,8,16,3,Dany,17.05,https://jugamosotra.com/es/juegos/4620-dany.html,1.21
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/174430/gloomhaven,2022-06-25,120,174430,4,14,1,GLOOMHAVEN 2ª EDICION,134.9,https://jugamosotra.com/es/juegos/4624-gloomhaven-2nd-edition.html,3.88
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/251247/barrage,2022-06-25,120,251247,4,14,1,BARRAGE,62.95,https://jugamosotra.com/es/juegos/4634-barrage.html,4.07
Agotado. Consultar disponibilidad,4,https://boardgamegeek.com/boardgame/263711/barrage-leeghwater-project,2022-06-25,120,263711,4,14,1,BARRAGE: EL PROYECTO LEEGHWATER,31.44,https://jugamosotra.com/es/juegos/4635-barrage-el-proyecto-leeghwater.html,4.11
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/184267/mars,2022-06-25,150,184267,4,14,1,On Mars (Kickstarter),130.0,https://jugamosotra.com/es/juegos/4641-on-mars.html,4.66
En stock. Recíbelo en 24/48 horas,1,https://boardgamegeek.com/boardgame/284825/florenza-dice-game,2022-06-25,90,284825,4,12,1,FLORENZA DICE GAME,20.59,https://jugamosotra.com/es/juegos/4642-florenza-dice-game.html,2.87
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/161533/lisboa,2022-06-25,120,161533,4,12,1,Lisboa Deluxe Edition,149.95,https://jugamosotra.com/es/juegos/4676-lisboa-deluxe-edition.html,4.57
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/272739/clinic-deluxe-edition,2022-06-25,150,272739,4,14,1,Clinic Deluxe Edition: The CEO,99.0,https://jugamosotra.com/es/juegos/4658-clinic-deluxe-edition-the-ceo.html,4.07
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/175640/vinhos-deluxe-edition,2022-06-25,135,175640,4,14,1,Vinhos Edición Deluxe,150.0,https://jugamosotra.com/es/juegos/4677-vinhos-edicion-deluxe.html,4.06
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/253743/fuji-koro,2022-06-25,120,253743,6,12,1,Fuji Koro,71.94,https://jugamosotra.com/es/juegos/4748-fuji-koro.html,3
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/169124/flick-em,2022-06-25,45,169124,10,7,2,Flick'em Up: Tierra de Forajidos,19.94,https://jugamosotra.com/es/2-10-jugadores/4831-flick-em-up-tierra-de-forajidos.html,1.33
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/223953/kitchen-rush,2022-06-25,45,223953,4,12,1,Kitchen Rush,44.95,https://jugamosotra.com/es/juegos/4858-kitchen-rush.html,2.22
Agotado. Consultar disponibilidad,3,https://boardgamegeek.com/boardgame/265736/tiny-towns,2022-06-25,60,265736,6,14,1,Tiny Towns,35.94,https://jugamosotra.com/es/juegos/4865-tiny-towns.html,2.06
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgameexpansion/293473/teotihuacan-shadow-xitle,2022-06-25,120,293473,4,12,1,TEOTIHUACÁN: SOMBRAS DEL XITLE + PACK DE PROMOS,17.99,https://jugamosotra.com/es/1-4-jugadores/4905-teotihuacan-sombras-del-xitle-pack-de-promos.html,3.62
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/256509/one-hundred-torii,2022-06-25,60,256509,4,8,1,Los Cien Torii,35.99,https://jugamosotra.com/es/juegos/4923-los-cien-torii.html,2.25
En stock. Recíbelo en 2448 horas,4,https://boardgamegeek.com/boardgame/218314/3-secrets,2022-06-25,15,218314,8,14,2,3 Secretos,8.94,https://jugamosotra.com/es/juegos/4967-3-secretos.html,1.38
Agotado. Consultar disponibilidad,2,https://boardgamegeek.com/boardgameexpansion/258089/chronicles-crime-welcome-redview,2022-06-25,90,258089,4,12,1,Crónicas del Crimen: Bienvenido a Redview,17.95,https://jugamosotra.com/es/1-4-jugadores/4980-cronicas-del-crimen-bienvenido-a-redview.html,1.91
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/210274/petrichor,2022-06-25,80,210274,4,14,1,Petrichor (Castellano),29.95,https://jugamosotra.com/es/1-4-jugadores/5002-petrichor-castellano.html,3
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/268620/similo,2022-06-25,15,268620,8,7,2,Similo Fábulas,9.95,https://jugamosotra.com/es/juegos/5030-similo-fabulas.html,1.04
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/268620/similo,2022-06-25,15,268620,8,7,2,Similo Historia,9.95,https://jugamosotra.com/es/juegos/5031-similo-historia.html,1.04
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/268620/similo,2022-06-25,15,268620,8,7,2,Similo Mitos,9.95,https://jugamosotra.com/es/juegos/5032-similo-mitos.html,1.04
Agotado. Consultar disponibilidad,5,https://boardgamegeek.com/boardgame/260605/camel-second-edition,2022-06-25,45,260605,8,8,3,Camel Up Edición 2.0,40.44,https://jugamosotra.com/es/juegos/5038-camel-up-edicion-20.html,1.46
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/176734/manhattan-project-energy-empire,2022-06-25,120,176734,5,13,1,MANHATTAN PROJECT: ENERGY EMPIRE,39.95,https://jugamosotra.com/es/1-5-jugadores/4262-manhattan-project-energy-empire.html,3.04
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/223321/detective-modern-crime-board-game,2022-06-25,180,223321,5,16,1,DETECTIVE: 32 CHARACTER PORTRAITS FOR CAMPAIGN 1 - DETECTIVE: L.A. CRIMES,4.95,https://jugamosotra.com/es/1-5-jugadores/4277-detective-30-character-portraits-mini-expansion.html,2.74
Agotado. Consultar disponibilidad,2,https://boardgamegeek.com/boardgameexpansion/249811/chronicles-crime-noir,2022-06-25,90,249811,4,14,1,Crónicas del Crimen: Noir,17.95,https://jugamosotra.com/es/1-4-jugadores/4280-cronicas-del-crimen-noir.html,2
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/249277/brazil-imperial,2022-06-25,100,249277,4,14,1,Brazil: Imperial,43.95,https://jugamosotra.com/es/inicio/7716-brazil-imperial.html,3.06
Agotado. Consultar disponibilidad,2,https://boardgamegeek.com/boardgame/255675/exit-game-catacombs-horror,2022-06-25,240,255675,4,16,1,EXIT 9: LAS CATACUMBAS DEL TERROR (DOBLE),22.45,https://jugamosotra.com/es/1-6-jugadores/4327-exit-9-las-catacumbas-del-terror-doble.html,2.67
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/169786/scythe,2022-06-25,115,169786,5,14,1,SCYTHE + PROMOS,71.94,https://jugamosotra.com/es/1-5-jugadores/4342-scythe-promos.html,3.43
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/218293/rise-nobility,2022-06-25,150,218293,6,14,1,Rise to Nobility Deluxe 2nd print + Beyond + In the Pale Moonlight (Kickstarter Inglés),99.95,https://jugamosotra.com/es/1-6-jugadores/4328-rise-to-nobility-deluxe-2nd-print-beyond-in-the-pale-moonlight-kickstarter-ingles.html,3.28
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/242328/kontour,2022-06-25,0,242328,7,10,3,Kontour,6.94,https://jugamosotra.com/es/juegos/4369-kontour.html,1
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/254619/porto,2022-06-25,45,254619,4,8,1,Porto,26.95,https://jugamosotra.com/es/juegos/4349-porto.html,1.89
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/281442/trismegistus-ultimate-formula,2022-06-25,120,281442,4,14,1,TRISMEGISTUS: LA FÓRMULA DEFINITIVA,44.95,https://jugamosotra.com/es/juegos/4381-trismegistus-la-formula-definitiva.html,4.13
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/214887/co-second-chance,2022-06-25,120,214887,4,12,1,Co2 Segunda Oportunidad,71.94,https://jugamosotra.com/es/juegos/4409-co2-segunda-oportunidad.html,4.07
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/264982/coloma,2022-06-25,90,264982,6,13,1,Coloma,49.45,https://jugamosotra.com/es/juegos/4410-coloma.html,2.94
En stock. Recíbelo en 24/48 horas,5,https://boardgamegeek.com/boardgame/127024/room-25,2022-06-25,30,127024,6,13,1,Room 25,29.95,https://jugamosotra.com/es/juegos/4255-room-25.html,1.93
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/228341/pulsar-2849,2022-06-25,90,228341,4,14,2,Pulsar 2849,32.95,https://jugamosotra.com/es/2-4-jugadores/7790-pulsar-2849.html,3.35
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/126792/myrmes,2022-06-25,120,126792,4,13,2,Myrmes,39.95,https://jugamosotra.com/es/2-4-jugadores/7791-myrmes.html,3.45
Agotado. Consultar disponibilidad,2,https://boardgamegeek.com/boardgame/159675/fields-arle,2022-06-25,120,159675,2,13,1,Campos de Arle: Big Box,71.96,https://jugamosotra.com/es/1-3-jugadores/4258-campos-de-arle-big-box.html,3.87
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgameexpansion/264005/detective-modern-crime-board-game-l-crimes,2022-06-25,180,264005,5,16,1,Detective: CRÍMENES EN L.A.,22.45,https://jugamosotra.com/es/1-5-jugadores/4260-detective.html,3.2
Agotado. Consultar disponibilidad,1,https://boardgamegeek.com/boardgameexpansion/286287/newton-great-discoveries-expansion,2022-06-25,0,286287,4,14,1,Newton: Grandes Descubrimientos,8.94,https://jugamosotra.com/es/juegos/4412-newton-grandes-descubrimientos.html,3.2
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/256570/crown-emara,2022-06-25,75,256570,4,12,1,Crown of Emara (Castellano),31.95,https://jugamosotra.com/es/juegos/4413-crown-of-emara-castellano.html,3.1
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/137237/bremerhaven,2022-06-25,120,137237,4,12,1,Bremerhaven,24.95,https://jugamosotra.com/es/juegos/4424-bremerhaven.html,3.11
En stock. Recibelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/258210/blitzkrieg,2022-06-25,45,258210,2,14,1,BLITZKRIEG!,31.44,https://jugamosotra.com/es/juegos/4463-blitzkrieg-expansion-nipona.html,1.87
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/284435/nova-luna,2022-06-25,60,284435,4,8,1,NOVA LUNA,26.95,https://jugamosotra.com/es/juegos/4462-nova-luna.html,1.87
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/264052/circadians-first-light,2022-06-25,90,264052,4,12,1,CIRCADIANS: PRIMERA LUZ,44.95,https://jugamosotra.com/es/juegos/4498-circadians-primera-luz.html,3.45
Agotado. Consultar disponibilidad,3,https://boardgamegeek.com/boardgame/167791/terraforming-mars,2022-06-25,120,167791,5,12,1,Terraforming Mars: Conflictos,24.25,https://jugamosotra.com/es/1-5-jugadores/4537-terraforming-mars-conflictos.html,3.25
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/218293/rise-nobility,2022-06-25,150,218293,6,14,1,Rise to Nobility (Inglés),29.9,https://jugamosotra.com/es/1-6-jugadores/4543-rise-to-nobility-castellano.html,3.28
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/259135/rise-nobility-beyond,2022-06-25,150,259135,6,14,1,Rise to Nobility: Beyond (Castellano),31.44,https://jugamosotra.com/es/1-6-jugadores/4544-rise-to-nobility-beyond-castellano.html,3.33
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/181687/pursuit-happiness,2022-06-25,90,181687,4,12,1,La Búsqueda de la Felicidad,44.95,https://jugamosotra.com/es/juegos/4548-la-busqueda-de-la-felicidad.html,2.47
Agotado. Consultar disponibilidad,2,https://boardgamegeek.com/boardgame/226520/exit-game-sinister-mansion,2022-06-25,90,226520,4,12,1,Exit 11: La Mansión Siniestra,13.45,https://jugamosotra.com/es/1-6-jugadores/4563-exit-11-la-mansion-siniestra.html,2.55
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/244918/exit-game-mysterious-museum,2022-06-25,90,244918,4,10,1,Exit 10: El Museo Misterioso,13.45,https://jugamosotra.com/es/1-6-jugadores/4564-exit-10-el-museo-misterioso.html,2.15
Agotado. Consultar disponibilidad,2,https://boardgamegeek.com/boardgame/266810/paladins-west-kingdom,2022-06-25,120,266810,4,12,1,Paladines del Reino del Oeste,44.95,https://jugamosotra.com/es/juegos/4574-paladines-del-reino-del-oeste.html,3.7
Agotado. Consultar disponibilidad,1,https://boardgamegeek.com/boardgame/255670/sword-sorcery-darkness-falls,2022-06-25,0,255670,5,13,1,Sword & Sorcery: Cuando llega la oscuridad,67.45,https://jugamosotra.com/es/1-5-jugadores/4565-sword-sorcery-cuando-llega-la-oscuridad.html,4
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/281259/isle-cats,2022-06-25,90,281259,4,8,1,La Isla de los Gatos,44.95,https://jugamosotra.com/es/juegos/5039-la-isla-de-los-gatos.html,2.31
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgameexpansion/287361/isle-cats-late-arrivals,2022-06-25,120,287361,6,8,1,La Isla de los Gatos: Recién Llegados,17.99,https://jugamosotra.com/es/juegos/5041-la-isla-de-los-gatos-recien-llegados.html,2.1
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/274557/match-travel,2022-06-25,45,274557,10,10,1,Linkto Viajes,11.95,https://jugamosotra.com/es/juegos/5042-linkto-viajes.html,1
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/274557/match-travel,2022-06-25,45,274557,10,10,1,Linkto Alimentos,11.95,https://jugamosotra.com/es/juegos/5043-linkto-alimentos.html,1
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/286096/tapestry,2022-06-25,120,286096,5,12,1,Tapestry,80.95,https://jugamosotra.com/es/juegos/5046-tapestry.html,2.9
Agotado. Consultar disponibilidad,3,https://boardgamegeek.com/boardgame/162082/deus,2022-06-25,90,162082,4,14,2,Deus (Inglés),31.95,https://jugamosotra.com/es/juegos/7787-deus.html,2.85
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/341256/murano-light-masters,2022-06-25,40,341256,4,8,2,Murano Maestros de la luz,29.97,https://jugamosotra.com/es/juegos/7537-murano-maestros-de-la-luz.html,1.8
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/42452/rattus,2022-06-25,45,42452,4,10,2,Rattus (Inglés),20.95,https://jugamosotra.com/es/juegos/7561-rattus-ingles.html,2.06
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/302281/candy-lab,2022-06-25,15,302281,4,8,2,Candy Lab,13.15,https://jugamosotra.com/es/inicio/7578-candy-lab.html,1.38
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/282297/aqua-mirabilis,2022-06-25,120,282297,4,14,2,Aqua Mirabilis,44.95,https://jugamosotra.com/es/juegos/7587-aqua-mirabilis.html,3.64
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/233371/clank-space-deck-building-adventure,2022-06-25,90,233371,4,12,2,Clank! ¡En el Espacio!,49.45,https://jugamosotra.com/es/2-4-jugadores/7625-clank-en-el-espacio.html,2.54
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/326494/adventures-robin-hood,2022-06-25,60,326494,4,10,2,Las Aventuras de Robin Hood,44.95,https://jugamosotra.com/es/juegos/7638-las-aventuras-de-robin-hood.html,1.8
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/301255/whistle-mountain,2022-06-25,90,301255,4,14,2,Whistle Mountain,53.95,https://jugamosotra.com/es/juegos/7639-whistle-mountain.html,2.97
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/322564/fjords,2022-06-25,45,322564,4,8,2,Fjords,40.45,https://jugamosotra.com/es/juegos/7640-fjords.html,1.23
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/177478/iki,2022-06-25,90,177478,4,14,2,Iki: El Juego de los artesanos de Edo,53.95,https://jugamosotra.com/es/2-4-jugadores/7643-iki-el-juego-de-los-artesanos-de-edo.html,2.98
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/3190/quixo,2022-06-25,15,3190,4,8,2,Quixo,29.65,https://jugamosotra.com/es/juegos/7651-quixo.html,1.6
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/624/quoridor,2022-06-25,15,624,4,8,2,Quoridor,29.65,https://jugamosotra.com/es/juegos/7652-quoridor.html,1.86
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/219513/barenpark,2022-06-25,45,219513,4,8,2,Osopark,39.95,https://jugamosotra.com/es/2-4-jugadores/7655-osopark.html,1.65
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgameexpansion/203542/potion-explosion-fifth-ingredient,2022-06-25,60,203542,4,8,2,Potion Explosion: El Quinto Ingrediente,24.95,https://jugamosotra.com/es/2-4-jugadores/7656-potion-explosion-el-quinto-ingrediente.html,1.89
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/231280/harvest-dice,2022-06-25,30,231280,4,8,2,Harvest Dice,8.94,https://jugamosotra.com/es/juegos/7668-harvest-dice.html,1.21
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/283211/harry-potter-death-eaters-rising,2022-06-25,90,283211,4,11,2,Harry Potter Death Eaters Rising,30.05,https://jugamosotra.com/es/juegos/7694-harry-potter-death-eaters-rising.html,2.36
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/313718/hibachi,2022-06-25,45,313718,4,10,2,Hibachi,31.45,https://jugamosotra.com/es/juegos/7697-hibachi.html,1.63
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/235767/sorcerer-stones,2022-06-25,60,235767,4,8,1,Sorcerer & Stones,24.95,https://jugamosotra.com/es/1-4-jugadores/4218-sorcerer-stones.html,2.67
En stock. Recíbelo en 24/48 horas,6,https://boardgamegeek.com/boardgame/14254/pitchcar-mini,2022-06-25,30,14254,8,6,2,Pitchcar Mini,30.94,https://jugamosotra.com/es/2-8-jugadores-/4222-pitchcar-mini.html,1.14
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/295490/dodo,2022-06-25,10,295490,4,6,2,Dodo,31.45,https://jugamosotra.com/es/juegos/7725-dodo.html,1
